source,destination,description
397,595,['{{i|Saturnus}}: No effect on orbital tears.']
397,579,['{{i|Spirit Sword}}: Overrides Tractor Beam. Stat effects still apply.']
397,516,"[""{{i|Sprinkler|nr}}: Tears fired by the sprinkler will follow Isaac's beam.""]"
397,38,"[""{{i|Tammy's Head}}: Tractor Beam does not affect the tears created by Tammy's Head.""]"
397,68,"['{{i|Technology|nr}}: Overridden by Technology.', [""{{dlc|r}} The beam becomes unaffected by Isaac's momentum.""]]"
397,233,"['{{i|Tiny Planet}}: The orbitting effect is overridden, but Isaac still gains the Range increase and spectral tears.']"
431,188,"[""{{t|???'s Soul}}/{{i|Abel}}/{{i|Cain's Other Eye}}: Familiar tears will be duplicated if they pass through the baby. However, due to their independent movement pattern, it can be hard to achieve duplication.""]"
431,319,"[""{{t|???'s Soul}}/{{i|Abel}}/{{i|Cain's Other Eye}}: Familiar tears will be duplicated if they pass through the baby. However, due to their independent movement pattern, it can be hard to achieve duplication.""]"
431,222,"['{{i|Anti-Gravity}}: Multidimensional Baby will travel the same path as the Anti-Gravity tears, easily doubling any stationary shots. Any moving tears that hit it will produce a normal moving copy, however stationary tears will spawn a copy that will eventually fall to the ground even after the direction is released.', ['{{dlc|a+}} Stationary duplicated tears will release normally.']]"
431,247,"['{{i|BFFS!}}: The baby is larger, but tears shot through it will not do more damage.']"
431,357,['{{i|Box of Friends}}: Each copy of Multidimensional Baby follows the previous copy with a 2-second ({{Dlc|r}}0.66-second) delay.  Tears shot through multiple babies will only be duplicated once.']
431,453,['{{i|Compound Fracture}}: Tears that pass through Multidimensional Baby will be duplicated and cosmetically look like normal tears. Bone shards will not duplicate unless they pass through Multidimensional Baby separately.']
431,52,['{{i|Dr. Fetus}}: No effect.']
431,168,['{{i|Epic Fetus}}: No effect.']
431,572,"['{{I|Eye of the occult}}: Makes it more easy to use Multidimensional Baby, as Isaac can simply stand while the familiar stays on top of him.']"
431,532,"[""{{i|Lachryphagy}}: Duplicates tears, which tend to merge after traveling a certain distance, making it easier to feed tears. Burst tears can only be duplicated if the tear they come from didn't pass through the baby already.""]"
431,275,['{{i|Lil Brimstone}}/{{i|Robo-Baby 2.0}}: Familiar lasers that pass through the baby will not be duplicated.']
431,267,['{{i|Lil Brimstone}}/{{i|Robo-Baby 2.0}}: Familiar lasers that pass through the baby will not be duplicated.']
431,329,"['{{i|The Ludovico Technique}}: Spawns another tear that will slowly follow Isaac but cannot be controlled.', ['{{dlc|r}} Spawns a stationary tear where Multidimensional Baby first appeared in the room. The tear does not follow Isaac.']]"
431,604,"[""{{i|Mom's Bracelet}}: Throwing any obstacles through Multidimensional Baby will transform it into two 40 damage tears. Throwing obstacles that can drop pickups like mushrooms through Multidimensional Baby will cease the possibility of anything dropping from such tears. Crawl spaces, though, appear right after picking up an obstacle.""]"
431,114,"[""{{Dlc|nr}}{{i|Mom's Knife}}: No effect."", ['{{Dlc|r}}Fired knife is doubled when passing through Multidimensional Baby. No effect on held knife and returning knife.']]"
431,395,['{{i|Tech X}}: No effect.']
431,533,['{{i|Trisagion}}: No effect.']
357,11,['{{i|1up!}} / {{i|Dead Cat}}: Familiars are multiplied but do not give Isaac additional lives.']
357,81,['{{i|1up!}} / {{i|Dead Cat}}: Familiars are multiplied but do not give Isaac additional lives.']
357,706,"['{{I|Abyss}}: Flies gained from Abyss do not count as familiars for Box of Friends, and are not copied.']"
357,274,"['{{i|Best Bud}}: If used before taking damage, the white fly will circle Isaac. However, multiple white flies cannot be spawned, so using Box of Friends after taking damage or using it multiple times in a room creates no effect.']"
357,518,"['{{i|Buddy in a Box}}: Creates another randomly generated familiar, rather than copying the same one.']"
357,385,"[""{{i|Bumbo}}: Will spawn a level 1 Bumbo regardless of the original Bumbo's current level.""]"
357,117,"[""{{i|Dead Bird}} / {{t|Eve's Bird Foot}} / {{t|Isaac's Head}} / {{t|???'s Soul}}: These familiars are not copied.""]"
357,206,"[""{{i|Guillotine}}: Duplicates the Head circling Isaac's body. Only one head will shoot tears."", ['Considers the second head as an extra copy, granting Isaac a temporary stat boost for the room']]"
357,543,"['{{dlc|na+}} {{i|Hallowed Ground}}: All poop familiars turn into white poop at the same time, and their effects are accumulative. A new poop familiar appears even if the previous poops have been used up.']"
357,276,"[""{{i|Isaac's Heart}} / [[Super Bum]]: Not copied. They will not spawn a {{i|Demon Baby}} if no other valid familiars are found, unlike other familiars that aren't copied.""]"
357,113,"[""{{i|Isaac's Heart}} / [[Super Bum]]: Not copied. They will not spawn a {{i|Demon Baby}} if no other valid familiars are found, unlike other familiars that aren't copied.""]"
357,238,"['{{i|Key Piece 1}} / {{i|Key Piece 2}}: Key pieces are multiplied, but do not complete the other half.', ['{{dlc|r}} Key pieces are not copied.']]"
357,239,"['{{i|Key Piece 1}} / {{i|Key Piece 2}}: Key pieces are multiplied, but do not complete the other half.', ['{{dlc|r}} Key pieces are not copied.']]"
357,626,['{{dlc|r}}{{I|Knife Piece 1|force=x}} / {{I|Knife Piece 2|force=x}}: Knife pieces and the knife are not copied.']
357,627,['{{dlc|r}}{{I|Knife Piece 1|force=x}} / {{I|Knife Piece 2|force=x}}: Knife pieces and the knife are not copied.']
357,537,['{{dlc|ab+}}{{i|Lil Spewer}}: Creates a random spewer rather than copying the current one.']
357,436,"[""{{dlc|na+}} {{i|Milk!}}: The familiar itself doesn't appear, but instead, it decreases tear delay by 2 (effective tears up) when used, without needing to take damage."", ['{{dlc|r}}No extra tear delay is granted, neither before or after breaking.']]"
357,123,['{{i|Monster Manual}}: Familiars spawned by Monster Manual are not copied. It will still spawn a {{i|Demon Baby}} if a familiar from Monster Manual is generated and there are no other valid familiars that can be duplicated.']
357,113,['{{i|Monster Manual}}: Familiars spawned by Monster Manual are not copied. It will still spawn a {{i|Demon Baby}} if a familiar from Monster Manual is generated and there are no other valid familiars that can be duplicated.']
357,661,"['{{i|Quints}}: Existing Quints familiars will not be duplicated, nor more will be created. If Isaac has no other familiars, the generated Demon Baby will hover with the Quints instead of following Isaac.']"
357,468,['{{i|Shade}}: A new follower Shade spawns even if Isaac has already absorbed the original.']
357,325,['{{i|Scissors}}: Not copied.']
412,340,['{{i|Caffeine Pill}}: Makes it impossible to tell how far along the pregnancy is.']
412,412,"['{{i|Cambion Conception}}: Having a second Cambion Conception allows the player to get the eight familiars, but cannot give an already obtained familiar.']"
402,536,"[""{{i|Sacrificial Altar}}: Ignores Chaos's effect and always picks items from the normal [[Devil Room (Item Pool)|Devil Room pool]], even on Greed Mode.""]"
366,65,['{{i|Anarchist Cookbook}}/{{i|Curse of the Tower}}: Not recommended. The extra bombs makes it very hard to avoid taking damage.']
366,371,['{{i|Anarchist Cookbook}}/{{i|Curse of the Tower}}: Not recommended. The extra bombs makes it very hard to avoid taking damage.']
366,136,['{{i|Best Friend}}: The explosion creates mini decoys.']
366,614,"[""{{i|Blood Bombs|r}}/{{I|Bob's Curse}}: Area-of-Effects from extra explosions have decreased size but deal the same damage.""]"
366,140,"[""{{i|Blood Bombs|r}}/{{I|Bob's Curse}}: Area-of-Effects from extra explosions have decreased size but deal the same damage.""]"
366,42,"[""{{i|Bob's Rotten Head}}/{{i|Doctor's Remote}}/{{I|Epic Fetus}}: Explosions are unaffected.""]"
366,47,"[""{{i|Bob's Rotten Head}}/{{i|Doctor's Remote}}/{{I|Epic Fetus}}: Explosions are unaffected.""]"
366,168,"[""{{i|Bob's Rotten Head}}/{{i|Doctor's Remote}}/{{I|Epic Fetus}}: Explosions are unaffected.""]"
366,646,['{{i|Brimstone Bombs}}/{{I|Sad Bombs}}: Lasers/tears from extra explosions deal 65% of their normal damage.']
366,220,['{{i|Brimstone Bombs}}/{{I|Sad Bombs}}: Lasers/tears from extra explosions deal 65% of their normal damage.']
366,209,['{{dlc|r}} {{i|Butt Bombs}}: The room damage from extra explosions deal 6.5 damage instead of 10.']
366,347,['{{i|Diplopia}}: No effect other than the +5 bombs.']
366,52,['{{i|Dr. Fetus}}/{{i|Mr. Boom}}: Explosions are affected.']
366,37,['{{i|Dr. Fetus}}/{{i|Mr. Boom}}: Explosions are affected.']
366,727,"[""{{i|Ghost Bombs}}: Extra explosions create ghosts that instantly launch themselves at enemies and explode, similar to {{i|Purgatory}}. They each deal 2x Isaac's damage, up to 4 times.""]"
366,634,"[""{{i|Ghost Bombs}}: Extra explosions create ghosts that instantly launch themselves at enemies and explode, similar to {{i|Purgatory}}. They each deal 2x Isaac's damage, up to 4 times.""]"
366,432,['{{i|Glitter Bombs}}: Each additional explosion created has a chance to spawn a pickup or trinket.']
366,256,"['{{i|Hot Bombs}}: Extra explosions create additional fires.', ['{{dlc|r}}Fires from extra explosions start with 1 less durability.']]"
366,563,['{{i|Nancy Bombs}}: Extra bombs will have the same bomb modifiers as the original.']
366,583,['{{i|Rocket in a Jar}}: Rockets create extra bombs as normal when they explode.']
434,356,['{{i|Car Battery}}: No effect.']
434,596,"['{{I|Uranus}}: Enemies frozen by Uranus do not grant extra flies, even if shattered. Only enemies killed with bombs will add flies.']"
434,477,"['{{i|Void}}: Flies will not collect when absorbed by Void, making the interaction worthless.']"
394,222,"['{{i|Anti-Gravity}}: The tear hover effect is nullified, though the tear delay down is applied.']"
394,118,"['{{dlc|nr}} {{i|Brimstone}}: Overrides Marked, but stat bonuses still apply.']"
394,446,"[""{{i|Dead Tooth}}: The green aura only activates when pressing the buttons to fire Isaac's tears.""]"
394,52,['{{i|Dr. Fetus}}: Continuously fires bombs towards the marked spot.']
394,168,['{{i|Epic Fetus}}: Continuously fires missiles at the marked spot.']
394,368,"['{{i|Epiphora}}: Both items work as normal, with tear rate gradually increasing until Isaac turns his head, which can happen via him or the crosshair moving too out of parallel.']"
394,572,"['{{I|Eye of the Occult}}: Tears will always attempt to land on the crosshair, changing direction mid-air to do so.']"
394,210,"['{{dlc|nr}} {{i|Gnawed Leaf}}: Tears will stop auto-firing once the player is invulnerable.', ['{{dlc|r}} Auto-firing dont stop and it prevents Gnawed Leaf from activating.']]"
394,275,['{{dlc|nr}} {{i|Lil Brimstone}}: Lil Brimstone only charges while moving the mark.']
394,329,"['{{i|The Ludovico Technique}}: Overrides Marked, but stat bonuses still apply.']"
394,114,"[""{{dlc|nr}} {{i|Mom's Knife}}: Overrides Marked, but stat bonuses still apply.""]"
394,229,"[""{{dlc|nr}} {{i|Monstro's Lung}}: Overrides Marked, but stat bonuses still apply.""]"
394,527,"['{{I|Mr. ME!}}: The Mr. ME! crosshair will move constantly in the direction of the Marked crosshair relative to Isaac. It will not attempt to match with where Marked is aiming, making it difficult to control. Pressing the drop button will stop the Mr. ME! crosshair.']"
394,77,"[""{{i|My Little Unicorn}}/{{i|Unicorn Stump}}: Isaac's tears will still fire, but he will be unable to move the crosshair while invincible.""]"
394,298,"[""{{i|My Little Unicorn}}/{{i|Unicorn Stump}}: Isaac's tears will still fire, but he will be unable to move the crosshair while invincible.""]"
394,579,"['{{I|Spirit Sword}}: Overrides Marked, but stat bonuses still apply.']"
394,68,"['{{dlc|nr}} {{i|Technology}}: Overrides Marked, but stat bonuses still apply.', ['{{dlc|r}} Fires in the direction of the crosshair']]"
394,152,"['{{dlc|nr}} {{i|Technology 2}}: Laser only fires while the crosshair is moving, and only in cardinal directions.', ['{{Dlc|r}} Continuously fires in the direction of the crosshair.']]"
394,395,"['{{dlc|nr}} {{i|Tech X}}: Overrides Marked, but stat bonuses still apply.']"
394,397,"['{{dlc|nr}} {{i|Tractor Beam}}: Tears are fired automatically but only in cardinal directions.', [""{{dlc|r}} The beam is aimed at Marked's crosshair. Moving the crosshair rotates the entire beam along with any tears inside it.""]]"
394,233,"[""{{I|Tiny Planet}}: The tears' center of orbit can be slightly modified using the crosshair.""]"
374,245,['{{I|20/20}} / {{C|Keeper}} and other multi-shot effects: Each shot can have Holy Light effect separately.']
374,118,"['{{I|Brimstone}} / {{C|Azazel}} / {{C|Tainted Azazel}}: {{Dlc|nr}}Overrides Holy Light.', ['{{Dlc|r}} The Brimstone shot can create beams of light.']]"
374,52,"['{{I|Dr. Fetus}}: {{Dlc|nr}}Overrides Holy Light.', ['{{Dlc|r}} The bombs created by Dr. Fetus can create beams of light upon exploding for each enemy hit by the explosion, although there is no visual indication that this will happen. The beams deals a flat 10.5 damage.']]"
374,168,"['{{I|Epic Fetus}}: {{Dlc|nr}}Overrides Holy Light.', ['{{Dlc|r}} The rockets created by Epic Fetus can create beams of light upon exploding for each enemy hit by the explosion, although there is no visual indication that this will happen. The beams deals a flat 10.5 damage.']]"
374,496,"[""{{I|Euthanasia}}: Having Holy Light effect on a tear does not affect the burst tears from it. They can have Holy Light effect applied depending on Isaac's Luck.""]"
374,401,"['{{I|Explosivo}}:', ['{{Dlc|r}}Explosivo tears can have the Holy Light effect applied to them. These tears spawn beams of light upon exploding for each enemy hit by the explosion. The beams deal a flat 10.5 damage.']]"
374,531,"['{{I|Haemolacria}}: Occasionally fires Haemolacria tears with Holy Light effect. Only the main tear will contain the effect and not the burst tears.', ['{{Dlc+|r}} If the main tear has the effect, burst tears also gain the effect.']]"
374,347,"['Holy Light: Additional copy of this item through {{I|Diplopia}} or {{I|Crooked Penny}} etc. has no effect.', ['{{Dlc+|r}} Additional copy of this item is counted for [[Seraphim (Transformation)|Seraphim]] set.']]"
374,485,"['Holy Light: Additional copy of this item through {{I|Diplopia}} or {{I|Crooked Penny}} etc. has no effect.', ['{{Dlc+|r}} Additional copy of this item is counted for [[Seraphim (Transformation)|Seraphim]] set.']]"
374,149,"[""{{I|Ipecac}}: If the explosives don't kill enemies instantly, explosives with Holy Light will spawn a light beam after the explosion is over."", ['{{Dlc|r}} A beam of light with a tripled damage spawn on top of the closest enemy from the explosion, and beams with a flat 10.5 damage spawn for each enemy hit by the explosion']]"
374,114,"[""{{I|Mom's Knife}}: {{Dlc|nr}}Overrides Holy Light."", ['{{Dlc|a+}} Holy Light can trigger on both held and thrown knives.']]"
374,553,"['{{I|Mucormycosis}}: The spores with Holy Light effect do not spawn beams of light, including the one from Isaac.']"
374,431,['{{I|Multidimensional Baby}}: Duplicated tears have Holy Light effect if the tear they originated had it.']
374,459,['{{I|Sinus Infection}}: The boogers with Holy Light effect do not spawn beams of light.']
374,579,['{{I|Spirit Sword}}: Hitting an enemy with Spirit Sword has a chance to spawn a damaging beam of light.']
374,383,"[""{{I|Tear Detonator}}: Having Holy Light effect on a tear does not affect the burst tears from it. They can have Holy Light effect applied depending on Isaac's Luck.""]"
374,68,"['{{I|Technology}}: {{Dlc|nr}}Overrides Holy Light.', ['{{Dlc|r}} The lasers can create beams of light.']]"
374,524,['{{I|Technology Zero}}: Electricity connecting tears with Holy Light tears will not gain Holy Light effect.']
374,152,"['{{I|Technology 2}}: Tears will occasionally have Holy Light effect.', ['{{Dlc+|r}} The lasers can create beams of light.']]"
374,395,"['{{I|Tech X}}: {{Dlc|nr}}Overrides Holy Light.', ['{{Dlc|r}} The lasers can create beams of light.']]"
374,533,"['{{I|Trisagion}}: {{Dlc|nr}}Overrides Holy Light.', [""{{Dlc|r}} Blasts can apply Holy Light, with a light beam being generated on each damage tick, dealing Isaac's tear damage per beam (three times Trisagion's damage).""]]"
348,251,"['{{i|Starter Deck}}: All pills are replaced by cards, rendering Placebo useless.']"
356,704,"[""{{I|Berserk!}}: Will only increase rage duration if no enemies are killed in the first half, effectively only affecting bosses that can't spawn enemies.""]"
356,584,['{{I|Book of Virtues}}: Doubles the spawned wisps on activation.']
356,287,"['{{i|Book of Secrets}}: Activates twice, {{dlc|nr}} but has a chance to uselessly activate the same effect twice.']"
356,58,"['{{i|Book of Shadows}}/{{I|The Gamekid}}/{{I|My Little Unicorn}}/{{i|Unicorn Stump}}: Doubles the length of invincibility, but no effect on damage where applicable.']"
356,93,"['{{i|Book of Shadows}}/{{I|The Gamekid}}/{{I|My Little Unicorn}}/{{i|Unicorn Stump}}: Doubles the length of invincibility, but no effect on damage where applicable.']"
356,77,"['{{i|Book of Shadows}}/{{I|The Gamekid}}/{{I|My Little Unicorn}}/{{i|Unicorn Stump}}: Doubles the length of invincibility, but no effect on damage where applicable.']"
356,298,"['{{i|Book of Shadows}}/{{I|The Gamekid}}/{{I|My Little Unicorn}}/{{i|Unicorn Stump}}: Doubles the length of invincibility, but no effect on damage where applicable.']"
356,482,"['{{i|Clicker}}: If the Car Battery is removed by the first activation, a second activation will not happen. Two activations in a row is mostly detrimental, removing two items and possibly cycling through a character that lowers health.']"
356,723,"['{{I|Spindown Dice}}: Lowers ID by 2, good for some items, bad for others.']"
356,705,"['{{i|Dark Arts}}: Doubles the duration, giving more time to walk through more enemies, if you end the effect before the end of the first second, the item will reactivate itself; allowing to target the same enemies twice.']"
356,284,"[""{{i|D4}}/{{i|D100}}: Instantly re-rolls Isaac's items twice, which doubles the speed at which the item pools are exhausted and transformations are achieved."", [""{{dlc|r}} As items are returned back into the item pool when re-rolled, the item pools aren't exhausted at all. In addition, you need to actively be holding a transformation's respective items to retain them now, so using the double re-roll to gain multiple transformations is no longer possible.""]]"
356,283,"[""{{i|D4}}/{{i|D100}}: Instantly re-rolls Isaac's items twice, which doubles the speed at which the item pools are exhausted and transformations are achieved."", [""{{dlc|r}} As items are returned back into the item pool when re-rolled, the item pools aren't exhausted at all. In addition, you need to actively be holding a transformation's respective items to retain them now, so using the double re-roll to gain multiple transformations is no longer possible.""]]"
356,105,['{{i|The D6}}/{{i|D8}}/{{i|D12}}/{{i|D20}}: Re-rolls twice instantly without any benefits. {{Dlc|nr}} The D6 depletes item pools at double the speed.']
356,406,['{{i|The D6}}/{{i|D8}}/{{i|D12}}/{{i|D20}}: Re-rolls twice instantly without any benefits. {{Dlc|nr}} The D6 depletes item pools at double the speed.']
356,386,['{{i|The D6}}/{{i|D8}}/{{i|D12}}/{{i|D20}}: Re-rolls twice instantly without any benefits. {{Dlc|nr}} The D6 depletes item pools at double the speed.']
356,166,['{{i|The D6}}/{{i|D8}}/{{i|D12}}/{{i|D20}}: Re-rolls twice instantly without any benefits. {{Dlc|nr}} The D6 depletes item pools at double the speed.']
356,437,"['{{i|D7}}: Doubles the amount of enemies summoned, but does not give double rewards.']"
356,124,['{{i|Dead Sea Scrolls}}: Activates 2 random effects.']
356,489,"['{{i|D Infinity|a+nr}}: Activates 2 dice. The second activation die cannot be predicted.', ['{{Dlc|r}} Activates 2 dice. The second activation die is determined by the seed and never changes.']]"
356,486,"['{{i|Dull Razor}}: The invulnerability time is not increased, but damage-triggered items will activate twice if applicable.']"
356,609,"['{{i|Eternal D6}}: Re-rolls twice like The D6 (see above), but the 30% chance of the item disappearing is increased to 51%.']"
356,720,"['{{I|Everything Jar}}: Instead of doubling its effect, Everything Jar will spawn a poop alongside its normal drop.']"
356,293,"[""{{i|Head of Krampus}}: Doubles the damage the brimstone beams deal (for a total of {{Dlc|nr}}880 damage/ {{Dlc|r}}380 damage per use). Doesn't double the brimstone beams' duration.""]"
356,66,['{{i|The Hourglass}}: Doubles the length of the effect.']
356,625,['{{i|Mega Mush}}: Makes the effect twice as long.']
356,427,"['{{i|Mine Crafter|ana+}}: Spawns a Movable TNT and instantly detonates it, damaging Isaac.', ['{{dlc|a+}} This has been changed to spawn two Movable TNT barrels instead, which you can detonate at will.']]"
356,523,"['{{i|Moving Box}}: Activation swaps the contents of the box with the contents of the room.', ['{{dlc|r}} This has been changed to have have no effects.']]"
356,171,['{{i|Spider Butt}}: Deals 10 damage to enemies twice but does not increase slow effect.']
356,635,"['{{i|Stitches}}: Swaps places with Isaac twice in quick succession, rendering Stitches useless for collecting pickups & items beyond pits, rocks etc.', ['However, it can still be used to telefrag enemies.']]"
356,111,"['{{i|The Bean}}/{{I|Mega Bean}}/{{I|Kidney Bean}}: Deals double damage, but charms/poisons/petrifies for the same amount of time.']"
356,351,"['{{i|The Bean}}/{{I|Mega Bean}}/{{I|Kidney Bean}}: Deals double damage, but charms/poisons/petrifies for the same amount of time.']"
356,421,"['{{i|The Bean}}/{{I|Mega Bean}}/{{I|Kidney Bean}}: Deals double damage, but charms/poisons/petrifies for the same amount of time.']"
356,383,"['{{i|Tear Detonator}}: Multiplies detonated tears, resulting in 6x more tears than normal.']"
356,522,"['{{I|Telekinesis}} doubles the duration of the effect, with 6 sec. of use and 6 sec. of charge time']"
356,605,['{{I|The Scooper}}: Will summon 2 peepers in a bifurcated direction']
356,396,"['{{i|Ventricle Razor}}: Places both trapdoors in same location.', ['{{dlc|a+}} Ventricle Razor works normally.']]"
380,623,"['{{i|Sharp Key}}: Thrown keys cannot unlock doors that originally were accessible by keys, but can still open chests and open secret room doors.']"
404,247,['{{i|BFFS!}}: No effect on damage or blocking radius; only the visual size is changed.']
393,331,['{{i|Godhead}}: The Godhead aura cannot inflict poison but the tears themselves may poison enemies on contact.']
400,247,['{{i|BFFS!}}: No effect on size or damage.']
400,536,['{{I|Sacrificial Altar}}: No effect.']
375,245,"[""{{I|20/20}} / {{C|Keeper}} and other multi-shot effects: Do not add Host Hat's bullets.""]"
375,222,"[""{{I|Anti-Gravity}} / {{I|Tractor Beam}}: Does not affect Host Hat's bullets, aside from stat changes.""]"
375,397,"[""{{I|Anti-Gravity}} / {{I|Tractor Beam}}: Does not affect Host Hat's bullets, aside from stat changes.""]"
375,457,"[""{{I|Cone Head}}: Cone Head's chace of blocking effect is applied first. Tears blocked by Cone Head do not cause Host Hat to fire."", ['This leaves Isaac 36% chance to negate tears in any way.']]"
375,373,"[""{{I|Dead Eye}}: Host Hat's bullets grant the damage multiplier, but do not reset it even when they miss.""]"
375,450,"[""{{I|Eye of Greed}} / {{I|Lead Pencil}}: Host Hat's bullets are not counted for shots fired.""]"
375,444,"[""{{I|Eye of Greed}} / {{I|Lead Pencil}}: Host Hat's bullets are not counted for shots fired.""]"
375,210,['{{I|Gnawed Leaf}}: Tears can be reflected while Isaac is invulnerable.']
375,543,"[""{{I|Hallowed Ground}}: Host Hat's chance of blocking effect is applied first."", ['This leaves Isaac 60% chance to negate tears in any way.']]"
375,347,"[""'''Host Hat''': Additional copies of this item, such as from {{I|Diplopia}} / {{I|Crooked Penny}}, have no effect.""]"
375,485,"[""'''Host Hat''': Additional copies of this item, such as from {{I|Diplopia}} / {{I|Crooked Penny}}, have no effect.""]"
375,242,"[""{{I|Infamy}}: Infamy's chance of blocking effect is applied first. Tears blocked by Infamy do not cause Host Hat to fire."", ['This leaves Isaac 60% chance to negate tears in any way.']]"
375,276,"[""{{I|Isaac's Heart}}: Tears can be reflected when hitting the heart, not Isaac.""]"
375,313,"[""{{P|Holy Card}} / {{i|Holy Mantle}}: Host Hat's chance of blocking projectiles is applied before the shield, allowing it to be saved.""]"
375,449,"[""{{I|Metal Plate}}: Host Hat's chace of reflecting effect is applied first. Tears blocked by Host Hat are not reflected by Metal Plate."", ['This leaves Isaac 40% chance to negate tears in any way.']]"
399,329,['{{i|The Ludovico Technique}}: Tear must be moved before the ring activates.']
399,132,"['{{i|A Lump of Coal}}: The ring damage is halved.', ['{{dlc|a+}} The ring deals normal damage.']]"
399,394,"['{{i|Marked}}: {{dlc|nr}} Crosshair must be moved for 4 seconds before the ring activates.', ['{{dlc|r}} While firing, the ring charges automatically and activates immediately upon full charge.']]"
399,330,['{{i|Soy Milk}}: No effect on charge time but massively reduces damage.']
353,65,['{{i|Anarchist Cookbook}}/{{i|Curse of the Tower}}: Not recommended. The cross pattern explosion makes it very hard to avoid taking damage.']
353,371,['{{i|Anarchist Cookbook}}/{{i|Curse of the Tower}}: Not recommended. The cross pattern explosion makes it very hard to avoid taking damage.']
353,272,"[""{{i|BBF|nr}}/{{i|Best Friend}}/{{i|Bob's Brain}}: Explosion damage is halved with no additional explosions.""]"
353,136,"[""{{i|BBF|nr}}/{{i|Best Friend}}/{{i|Bob's Brain}}: Explosion damage is halved with no additional explosions.""]"
353,273,"[""{{i|BBF|nr}}/{{i|Best Friend}}/{{i|Bob's Brain}}: Explosion damage is halved with no additional explosions.""]"
353,168,['{{i|Epic Fetus|nr}}: Epic Fetus explosions are unaffected.']
353,149,['{{i|Ipecac}}: Ipecac explosions are unaffected.']
353,220,['{{dlc|r}}{{i|Sad Bombs}}: Only the center most explosion creates 10 tears.']
410,245,['{{i|20/20}}/{{i|Cursed Eye}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: No effect; the eyes will still fire single tears.']
410,316,['{{i|20/20}}/{{i|Cursed Eye}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: No effect; the eyes will still fire single tears.']
410,2,['{{i|20/20}}/{{i|Cursed Eye}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: No effect; the eyes will still fire single tears.']
410,153,['{{i|20/20}}/{{i|Cursed Eye}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: No effect; the eyes will still fire single tears.']
410,528,['{{i|Angelic Prism}}: Eyes that hit the prism will be destroyed. Tears that the eyes fire will split if they travel through the prism.']
410,118,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,52,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,168,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,329,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,114,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,68,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,395,"[""{{C|Azazel}}/{{i|Brimstone}}/{{i|Dr. Fetus}}/{{i|Epic Fetus}}/{{i|The Ludovico Technique}}/{{i|Mom's Knife}}/{{i|Technology}}/{{i|Tech X}}: Overrides Evil Eye.""]"
410,207,"['{{I|Ball of Bandages}}/{{I|Cube of Meat}}/{{i|Dry Baby}}: Blocks the Evil Eye, making it hard to use.']"
410,73,"['{{I|Ball of Bandages}}/{{I|Cube of Meat}}/{{i|Dry Baby}}: Blocks the Evil Eye, making it hard to use.']"
410,265,"['{{I|Ball of Bandages}}/{{I|Cube of Meat}}/{{i|Dry Baby}}: Blocks the Evil Eye, making it hard to use.']"
410,69,"[""{{i|Chocolate Milk}}: The tears fired by the eyes match Isaac's current charge. The eyes still have continued fire rather than charging shots.""]"
410,369,"['{{i|Continuum}}: Eyes will still disappear when hitting walls; however, they will fire tears that can travel through walls.']"
410,678,['{{i|C Section|r}}/{{c|Tainted Azazel}}: Overrides Evil Eye.']
410,572,"['{{I|Eye of the Occult}}: The eye itself cannot be controlled, but the tears it shoots can be.']"
410,360,['{{i|Incubus}}: Incubus cannot fire eyes.']
410,149,['{{i|Ipecac}}: Tears fired by eyes can damage Isaac.']
410,444,['{{i|Lead Pencil}}: Eyes will fire barrages of tears every 15 times they fire their own tears.']
410,384,['{{i|Lil Gurdy}}: Destroys eyes if it touches them.']
