source,destination,description
356,477,- Void: Doubles effects of all absorbed activated items. Absorbing passives will not give extra stat ups.<br>
356,349,"- Wooden Nickel: 25% chance to spawn nothing, 50% chance to spawn one coin, and 25% chance to spawn two coins.<br>"
372,247,- BFFS!: Familiar is bigger and drops Lil' Batteries more often. No effect on its other abilities.<br>
359,118,- Brimstone: The beam gains knockback.<br>
359,52,- Dr. Fetus / Epic Fetus / Ipecac: Explosions also gain increased knockback.<br>
359,168,- Dr. Fetus / Epic Fetus / Ipecac: Explosions also gain increased knockback.<br>
359,149,- Dr. Fetus / Epic Fetus / Ipecac: Explosions also gain increased knockback.<br>
359,329,- The Ludovico Technique: The controlled tear gains knockback.<br>
359,114,- Mom's Knife: The knife gains knockback.<br>
359,244,"- Tech.5 / Tech X / Technology / Technology 2: The lasers gain knockback. Especially powerful with Tech X, as the knockback helps keeps enemies within the ring for longer.<br>"
359,395,"- Tech.5 / Tech X / Technology / Technology 2: The lasers gain knockback. Especially powerful with Tech X, as the knockback helps keeps enemies within the ring for longer.<br>"
359,68,"- Tech.5 / Tech X / Technology / Technology 2: The lasers gain knockback. Especially powerful with Tech X, as the knockback helps keeps enemies within the ring for longer.<br>"
359,152,"- Tech.5 / Tech X / Technology / Technology 2: The lasers gain knockback. Especially powerful with Tech X, as the knockback helps keeps enemies within the ring for longer.<br>"
359,533,- Trisagion: The blasts gain knockback.<br>
393,52,"- {{Dlc|nr}}Dr. Fetus / Epic Fetus: Bombs and missiles may become poisonous, and enemies hit by them may drop black hearts.<br>&emsp;- {{Dlc|r}} Bombs no longer grant black hearts but poison bombs leave a poison cloud similar to Bob's Curse.<br>"
393,168,"- {{Dlc|nr}}Dr. Fetus / Epic Fetus: Bombs and missiles may become poisonous, and enemies hit by them may drop black hearts.<br>&emsp;- {{Dlc|r}} Bombs no longer grant black hearts but poison bombs leave a poison cloud similar to Bob's Curse.<br>"
393,114,- {{Dlc|nr}}Mom's Knife: Enemies poisoned by the knife may drop black hearts.<br>
393,593,"- Mars: Dashing into enemies will often both kill enemies, and cause them to drop black hearts.<br>"
400,261,- {{Dlc|r}}Proptosis: Triples the damage. Has no penalty with range.<br>
375,52,- Dr. Fetus / Ipecac: Isaac becomes immune to his explosives.<br>
375,149,- Dr. Fetus / Ipecac: Isaac becomes immune to his explosives.<br>
375,168,- Epic Fetus: Isaac becomes immune to his own airstrikes.<br>
399,726,- Hemoptysis: Enemies hit by the sneeze will gain a curse that increases the damage the black ring deals to 2x and +3 flat damage. Enemies who die to the black ring under the curse will damage and spread the curse to nearby enemies.<br>
399,149,- Ipecac: Massively increases ring damage and poisons enemies.<br>&emsp;- (Added in Repentance) The ring also explodes on enemy or obstacle contact.<br>
399,494,- Jacob's Ladder|r: The ring sends out electric currents when it hits something.<br>
399,213,- Lost Contact: Ring can destroy projectiles.<br>
399,317,- Mysterious Liquid: Occasionally spawns a pool of creep where the ring makes contact with an enemy.<br>
399,309,- Pisces/8 Inch Nails: Ring obtains knockback effect.<br>
399,359,- Pisces/8 Inch Nails: Ring obtains knockback effect.<br>
399,261,"- (Removed in Afterbirth+) Proptosis: The ring is much larger and deals 1.5x damage per tick.<br>&emsp;- (Added in Afterbirth+, Removed in Repentance) The ring is larger but deals normal damage.<br>&emsp;- (Added in Repentance) No effect.<br>"
399,315,- Strange Attractor: Ring attracts pickups and enemies towards it.<br>
353,272,- BBF|r/Best Friend/Bob's Brain: Bomber Boy affects the item’s explosion.<br>
353,136,- BBF|r/Best Friend/Bob's Brain: Bomber Boy affects the item’s explosion.<br>
353,273,- BBF|r/Best Friend/Bob's Brain: Bomber Boy affects the item’s explosion.<br>
353,52,- Dr. Fetus: Bomber Boy affects the bombs fired by Dr. Fetus.<br>
353,47,"- Doctor's Remote|r/Epic Fetus: Bomber Boy affects the missiles' explosions from Epic Fetus, with the explosions' multiplier resulting in 15 times Isaac's damage per explosion. Unlike with regular bombs, Bomber Boy won't decrease the damage from each of the missile's successive explosions, drastically increasing damage.<br>"
353,168,"- Doctor's Remote|r/Epic Fetus: Bomber Boy affects the missiles' explosions from Epic Fetus, with the explosions' multiplier resulting in 15 times Isaac's damage per explosion. Unlike with regular bombs, Bomber Boy won't decrease the damage from each of the missile's successive explosions, drastically increasing damage.<br>"
353,432,- Glitter Bombs: Each additional explosion created has a chance to spawn a pickup or trinket.<br>
353,256,- Hot Bombs: Each extra explosion creates an additional fire.<br>
353,37,- Mr. Boom: Bomber Boy affects the active item’s bombs.<br>
353,106,"- Mr. Mega: All explosions deal more damage, have a larger radius and will overlap each other more, potentially vastly increasing damage. Caution should be exercised, as the explosions' increased radius make self-damage likely.<br>"
353,220,- Sad Bombs|anr: Each explosion releases 10 tears in all directions.<br>
409,549,- Brittle Bones: The empty bone heart|xs will trigger Empty Vessel.<br>
409,210,"- Gnawed Leaf: If the player has no Red Hearts, they can stand still and wait for the shield to activate, allowing the player to deal damage without leaving invulnerability.<br>"
410,677,"- Astral Projection: During the time-stop period of Astral Projection, there is a chance that the eyes fired will stop in the air instead of flying in a direction, and will last indefinitely until an enemy bump into it, greatly increase the existing time of evil eyes. Triggering of Astral Projection also greatly increase fire rate, giving a higher possibility to fire eyes.<br>"
410,529,- Pop!: Eyes will fire eyeball tears but cannot be knocked around by them.<br>
410,579,"- spirit sword: Massively powerful, will ""swing"" in the direction isaac is firing for as long as it is held and has slightly less range than Isaac's base stat.<br>"
410,533,"- Trisagion: Eyes will fire beams. Occasionally causes Trisagion beams to stay static in the air for a few seconds, dealing damage to enemies that come in contact with them.<br>"
410,336,"- Items that reduce shot speed, such as Dead Onion, can be beneficial, as eyes will stay on the screen longer.<br>"
410,55,- Mom's Eye: Evil eye has a chance to be shot backwards.<br>&emsp;- (Added in Repentance) Eyes shot backwards will still fire in the direction Isaac is shooting.<br>
422,647,"- 4.5 Volt: Allows for infinite usage in rooms where a lot of damage can be dealt, most notably boss rooms.<br>"
422,116,"- (Removed in Repentance) 9 Volt: Clearing any room is enough to instantly recharge the hourglass, allowing infinite tries for best outcome.<br>&emsp;- (Added in Repentance) With {{t|AAA Battery}} the hourglass is instantly recharged.<br>"
422,63,"- {{Dlc|na+}}The Battery: When the item is double charged and used it will also refund the used extra charge bar, making it possible to use it endlessly.<br>"
422,523,- Moving Box: Using the Glowing Hour Glass after retrieving it from Moving Box will not deplete its charge. Allows for infinite usage as long as Moving Box is fully charged.<br>
422,205,- Sharp Plug: Allows for infinite usage as long as you have more than 2 ((Added in Repentance) 1.5) full hearts as the hearts used to charge will be refunded upon use.<br>
422,156,"- Habit: Allows rooms to be repeated infinitely as long as Isaac has enough health to take (Removed in Repentance) two ((Added in Repentance) three) hits, which are refunded on use.<br>"
422,711,"- {{Dlc|r}}If a use of Glowing Hour Glass by {{C|Tainted Lazarus}} involves changing to his other form - either due to room completion or by using Flip beforehand, Glowing Hour Glass's charges will not be consumed. This essentially allows infinite retries of any room you enter as the form that does ''not'' hold the item.<br>"
422,371,"- Curse of the Tower: If used quickly after taking damage, Troll bombs will spawn in the previous room. If you have the {{t|Safety Scissors}}, these can be harvested as normal.<br>"
422,498,"- Duality|r: The doors to the Devil Room and Angel Room stay open if you use the Glowing Hour Glass inside their rooms, so Duality lets you check the items of one of them before deciding which room to use.<br>"
422,585,"- Alabaster Box + Schoolbag: Using Glowing Hour Glass before the Alabaster Box opening animation is complete will return the box to you while still opening it, allowing for infinite uses of Alabaster Box.<br>"
422,534,"- Alabaster Box + Schoolbag: Using Glowing Hour Glass before the Alabaster Box opening animation is complete will return the box to you while still opening it, allowing for infinite uses of Alabaster Box.<br>"
422,589,"- Luna: Activating the beam of light in the secret room and going back in time before isaac raises Luna above its head will give Isaac the tears and half a soul heart while the beam of light will still stay untouched in the secret room, allowing for multiple uses of the same beam of light.<br>"
422,638,- Eraser/Notched axe + Schoolbag: Using Glowing Hourglass to return to the previous stage will keep the charge received from entering the next stage.<br>
422,147,- Eraser/Notched axe + Schoolbag: Using Glowing Hourglass to return to the previous stage will keep the charge received from entering the next stage.<br>
422,534,- Eraser/Notched axe + Schoolbag: Using Glowing Hourglass to return to the previous stage will keep the charge received from entering the next stage.<br>
422,676,- Empty heart/{{T|maggy's faith}}/{{T|hollow heart}}: Going back to the previous floor will not remove empty heart containers/white/bone hearts that were obtained in the process.<br>
422,673,"- redemption: Going back to the previous floor before Redemption will finish its animation will make it activate on the previous floor without wasting itself, allowing for multiple uses.<br>&emsp;- You will need to reenter boss room to get the bonus second time.<br>"
422,414,"- More Options: If used after entering the Treasure Room for the first time, upon reentering the room, the items may change.<br>"
422,485,"- Crooked Penny + Schoolbag: If there is infinite battery and an item in the same room, you can multiply items an infinite number of times. Every time you fail the Crooked Penny flip, you can activate the Glowing Hourglass, go back in, grab a battery, then try again. Every time you succeed a flip, you must leave the room and enter it again to ""save"" your progress.<br>&emsp;- (Added in Repentance)You must also activate the Crooked Penny in another room between each failed attempt.<br>"
422,534,"- Crooked Penny + Schoolbag: If there is infinite battery and an item in the same room, you can multiply items an infinite number of times. Every time you fail the Crooked Penny flip, you can activate the Glowing Hourglass, go back in, grab a battery, then try again. Every time you succeed a flip, you must leave the room and enter it again to ""save"" your progress.<br>&emsp;- (Added in Repentance)You must also activate the Crooked Penny in another room between each failed attempt.<br>"
422,595,"- Saturnus: Using the Glowing Hourglass will activate the effect of Saturnus again, essentially allowing for double the amount of orbiting tears, if the player returns to a room, where the tears created by Saturnus were not destroyed.<br>"
349,116,- 9 Volt: Allows for infinite generation of coins in a room with enemies.<br>
401,118,- (Added in Repentance)Brimstone/The Ludovico Technique/Mom's Knife/Tech X: Every tick of damage Isaac’s tears deal have a chance to attach a separate Explosivo tear on a hit enemy.<br>
401,329,- (Added in Repentance)Brimstone/The Ludovico Technique/Mom's Knife/Tech X: Every tick of damage Isaac’s tears deal have a chance to attach a separate Explosivo tear on a hit enemy.<br>
401,114,- (Added in Repentance)Brimstone/The Ludovico Technique/Mom's Knife/Tech X: Every tick of damage Isaac’s tears deal have a chance to attach a separate Explosivo tear on a hit enemy.<br>
401,395,- (Added in Repentance)Brimstone/The Ludovico Technique/Mom's Knife/Tech X: Every tick of damage Isaac’s tears deal have a chance to attach a separate Explosivo tear on a hit enemy.<br>
401,224,"- Cricket's Body: The explosion results in split Explosivo shots being generated. If the target survives, they're likely to immediately stick again.<br>"
401,52,- (Added in Repentance) Dr. Fetus: Dr. Fetus bombs may occasionally turn into Sticky Bombs.<br>
401,367,- (Added in Repentance) Dr. Fetus: Dr. Fetus bombs may occasionally turn into Sticky Bombs.<br>
401,331,"- Godhead: The tear keeps its damaging aura while attached to the enemy, the aura grows as the tear does until it explodes. The aura can damage only enemies other than the one the tear is stuck to, however.<br>"
401,531,"- Haemolacria: Main tears and burst tears can have the Explosivo effect. If a main tear has the Explosivo effect, it will burst with its explosion, the burst tears dealing damage based off the explosion damage.<br>"
401,149,- Ipecac: Sticky shots will explode even if they fall to the floor after the initial target dies.<br>
401,532,"- Lachryphagy: Explosivo tears can be fed and will burst into Explosivo tears; however, if normal tears are fed first, Explosivo fed to the normal tears will not give the tear the Explosivo effect.<br>"
401,213,"- Lost Contact: Tears that stick to enemies can still block/be destroyed by enemy shots.<br>&emsp;- (Added in Repentance) Shielded Explosivo tears are no longer destroyed by shots while they're stuck to enemies. Up to the point that they explode, they block all enemy shots that come into contact with them, effectively cutting off an entire direction of attack (much like Dry/Fart Baby, but with a larger area of blockage and without forcing the player to waste time positioning). As such, this is an extremely powerful synergy between otherwise adequate items.<br>"
401,106,- Mr. Mega: Increases the damage bonus of Explosivo's explosions to 110.<br>
401,317,- Mysterious Liquid: Leaves a pool of green creep on the floor.<br>
401,459,- {{t|Nose Goblin}}/Sinus Infection: Explosivo tears can also be booger tears which damage the enemy over time while stuck to them before exploding.<br>
401,330,"- Soy Milk: The 60 point explosion damage bonus is not affected by Soy Milk's penalty, combining efficiently with the high fire rate.<br>"
401,579,- Spirit Sword: The fired projectile can take on Explosivo's effects. The sword swing can leave behind Explosivo tears.<br>
401,315,"- Strange Attractor: When a tear sticks to an enemy, nearby enemies will be quickly pulled in the direction of the tear. The constant pull may however make enemy movement unpredictable.<br>"
401,244,- {{Dlc|r}} Tech.5: The laser also has a chance to apply explosive tears on enemies.<br>
401,68,- (Added in Repentance)Technology: Regular explosive tears may stick to enemies hit by the laser.<br>
401,152,"- {{Dlc|r}} Technology 2: The laser has a chance to apply an explosive tear every tick. The 60 point explosion damage bonus is not affected by the laser's penalty, combining efficiently with the high tick rate.<br>"
401,524,- Technology Zero: Stuck tears will still generate arcs of electricity. Multiple tears stuck to a single enemy can cause very rapid damage.<br>
401,533,- Trisagion|r: Every tick of damage Isaac’s tears deal have a chance to attach a separate Explosivo tear on a hit enemy.<br>
389,247,- BFFS!: The drop rate is improved to every 4-5 rooms.<br>&emsp;- (Added in Repentance) The drop rate is improved to every 6 rooms.<br>
379,331,- Godhead: The damaging aura benefits from the increased size significantly.<br>
352,69,- Chocolate Milk: The current charge of Chocolate Milk affects Glass Cannon.<br>
352,453,- Compound Fracture / Cricket's Body / The Parasite: Tears fired by Glass Cannon will split.<br>
352,224,- Compound Fracture / Cricket's Body / The Parasite: Tears fired by Glass Cannon will split.<br>
352,104,- Compound Fracture / Cricket's Body / The Parasite: Tears fired by Glass Cannon will split.<br>
352,331,- Godhead: Creates a giant aura around Glass Cannon tears that almost fills up normal sized rooms.<br>
352,532,- Lachryphagy: Glass Cannon will fire giant Lachryphagy tears. Tears are harder to feed as they will burst very quickly but they can be fed if you fire tears beforehand and then fire Glass Cannon into those tears.<br>
352,431,- Multidimensional Baby: The Glass Cannon tears will be doubled by Multidimensional Baby.<br>
352,317,- Mysterious Liquid: Creates a large pool of creep when tears land.<br>
352,233,- Tiny Planet: Tears produced by Glass Cannon will orbit Isaac.<br>
388,247,- BFFS!: Familiar is bigger and drops chests more often.<br>
388,665,"- Guppy's Eye: Allows Isaac to choose which Locked Chests are worth opening and which to pass, thus saving keys. Great for min-maxing.<br>"
387,554,"- {{dlc+|r}}2Spooky/Venus: The slowing aura mitigates the delay between fast enemies that charge Isaac and the Status Effects|status effect, making it much harder for Isaac to take contact damage.{{dlc-}}<br>"
387,591,"- {{dlc+|r}}2Spooky/Venus: The slowing aura mitigates the delay between fast enemies that charge Isaac and the Status Effects|status effect, making it much harder for Isaac to take contact damage.{{dlc-}}<br>"
387,629,- {{dlc+|r}}Bot Fly/Psy Fly: The slowing aura allows these items to deal with the incoming projectiles more reliably.{{dlc-}}<br>
387,581,- {{dlc+|r}}Bot Fly/Psy Fly: The slowing aura allows these items to deal with the incoming projectiles more reliably.{{dlc-}}<br>
387,335,- The Soul: The slowing aura allows incoming enemies and shots to be more reliably deflected.<br>
411,631,"- Meat Cleaver: Both of the smaller enemies produced by Meat Cleaver add to the damage bonus, allowing rooms with few enemies to grant much more damage.<br>"
362,247,"- BFFS!: The chance to spawn a pickup increases to 31.25%, and the chance to spawn a trinket increases to 12.5%.<br>"
361,540,"- Flat Stone: Familiar's tears will travel very far and then bounce once, traveling up and hitting the nearest wall.<br>"
361,531,- Haemolacria: Will fire tears that burst into split tears. Does not affect fire rate.<br>
361,149,- Ipecac: Will fire explosive tears. Does not affect fire rate.<br>
361,532,- Lachryphagy + Brimstone: The tears fired by the familiar will eventually explode in a star-like pattern of Brimstone lasers if they don't hit anything.<br>
361,118,- Lachryphagy + Brimstone: The tears fired by the familiar will eventually explode in a star-like pattern of Brimstone lasers if they don't hit anything.<br>
440,399,"- Maw of the Void: Whenever the kidney stone is fired, the tear barrage will continuously charge and activate Maw of the Void until Isaac can fire normally.<br>"
440,562,- Rock Bottom: The temporary tears up from the kidney stone burst becomes a permanent x6 fire rate multiplier.<br>
406,562,"- Rock Bottom: Allows affected stats to reach high multipliers, potentially doubling them if used enough.<br>"
383,641,- Akeldama: Will bust tears generated by Akeldama into Isaac's current tears.<br>
383,528,- Angelic Prism: Tears that are split by the prism can be split again by Tear Detonator.<br>
383,222,"- Anti-Gravity: All tears currently floating in the air will be multiplied, resulting in a massive amount of tears.<br>"
383,356,"- Car Battery: Multiplies the tears, effectively creating dozens of tears.<br>"
383,453,- Compound Fracture/Cricket's Body/The Parasite: Tears that are split can split again into burst tears.<br>
383,224,- Compound Fracture/Cricket's Body/The Parasite: Tears that are split can split again into burst tears.<br>
383,104,- Compound Fracture/Cricket's Body/The Parasite: Tears that are split can split again into burst tears.<br>
383,531,"- Haemolacria: Splits tears into 6 Haemolacria tears that burst into split tears. If split tears are burst, all of them will split into 6 Haemolacria tears creating an enormous amount of tears when the main tear splits again.<br>"
383,149,"- Ipecac: All tears will split into 6 explosive tears, making it very powerful (but also dangerous unless Isaac has Host Hat|n or Pyromaniac).<br>"
383,375,"- Ipecac: All tears will split into 6 explosive tears, making it very powerful (but also dangerous unless Isaac has Host Hat|n or Pyromaniac).<br>"
383,223,"- Ipecac: All tears will split into 6 explosive tears, making it very powerful (but also dangerous unless Isaac has Host Hat|n or Pyromaniac).<br>"
383,532,"- Lachryphagy: Similar to the Haemolacria synergy, if the main tear splits, 6 tears will spawn that can be fed. However, if burst tears are split, all burst tears will split into 6 tears resulting in an enormous amount of tears that are likely to feed each other.<br>"
383,444,- Lead Pencil: Each of the tears explodes into 6 smaller tears.<br>
383,329,"- The Ludovico Technique: The tear explodes into six smaller tears, then reappears next to the player.<br>"
383,5,- My Reflection: The shrapnel tears will curve back to the location of the original detonated tear.<br>
383,220,- Sad Bombs: Bomb tears are multiplied.<br>
383,233,"- Tiny Planet: Tears split, and then orbit around where the tear was originally from, three spinning clockwise, three counterclockwise.<br>"
383,533,- Trisagion: Tears split into six beams.<br>
403,247,- BFFS!: Makes Spider Mod bigger and increases the chance for Spider Mod to spawn a battery or blue spider. No effect on stat effect damage.<br>
403,248,- Hive Mind: Makes Spider Mod bigger. Whether or not this impacts spawn chances or damage is unknown.<br>
371,432,- Glitter Bombs: Each troll bomb has a chance to spawn a pickup or a trinket including hearts for repeated use.<br>
371,327,"- The Polaroid: If Isaac is damaged when he has half a red heart or less, the shield will activate and protect him from the Troll Bombs.<br>"
371,223,"- Pyromaniac: Troll Bombs will heal Isaac instead, allowing for essentially infinite health with proper usage.<br>&emsp;- (Added in Repentance) Due to Pyromaniac being weakened to healing half a heart per explosion in ''Repentance'', this synergy requires The Wafer to continue being effective past Chapter 3/Chapter 3.5.<br>"
371,137,"- Remote Detonator: The Troll Bombs generated will not explode until Remote Detonator is activated, unlike regular Troll Bombs.<br>"
351,495,"- Ghost Pepper: Whenever Mega Bean is used, a fire will be shot out behind Isaac. Two flames will be shot if Isaac also has Car Battery.<br>"
351,356,"- Ghost Pepper: Whenever Mega Bean is used, a fire will be shot out behind Isaac. Two flames will be shot if Isaac also has Car Battery.<br>"
439,584,- Book of Virtues: Spawns a normal wisp with no unique effect.<br>
439,538,- {{dlc+|a+}} Gulp! Pill / Marbles / Smelter: Trinket effects are still doubled when permanently applied to Isaac.{{dlc-}}<br>
439,479,- {{dlc+|a+}} Gulp! Pill / Marbles / Smelter: Trinket effects are still doubled when permanently applied to Isaac.{{dlc-}}<br>
385,247,"- BFFS!: Doubles both the contact and shot damage, when applicable.<br>"
398,453,"- Compound Fracture / Cricket's Body / The Parasite: Split tears will retain shrinking effect if main tear had shrinking effect. With Compound Fracture and The Parasite, tears with a shrinking effect look like normal tears.<br>"
398,224,"- Compound Fracture / Cricket's Body / The Parasite: Split tears will retain shrinking effect if main tear had shrinking effect. With Compound Fracture and The Parasite, tears with a shrinking effect look like normal tears.<br>"
398,104,"- Compound Fracture / Cricket's Body / The Parasite: Split tears will retain shrinking effect if main tear had shrinking effect. With Compound Fracture and The Parasite, tears with a shrinking effect look like normal tears.<br>"
398,467,- Finger!: Finger can also apply the shrinking effect.<br>
398,532,- Lachryphagy: Will occasionally fire tears with shrinking effect. All burst tears have a chance to apply the shrinking effect.<br>
398,329,"- The Ludovico Technique: Tear flickers blue, capable of shrinking enemies when it does.<br>"
398,524,- Technology Zero: Electricity connected to tears with shrinking effect has a chance to shrink enemies.<br>
415,313,- Holy Mantle: This will block damage and keep Crown of Light active.<br>
415,562,"- Rock Bottom: While the diamond tear effect will disappear when Isaac is hit, the damage up will not be reverted.<br>"
420,396,"- Ventricle Razor: When the Ventricle Razor portals are placed on the opposite wall of a room and Isaac goes from one portal to another, a pentagram symbol can be created which covers almost the whole room.<br>"
429,329,- The Ludovico Technique: Tear turns into a giant rotating coin.<br>
429,229,- Monstro's Lung: Every tear in the burst of tears can spawn coins.<br>
429,424,- Sack Head: Coins spawned from hitting enemies have a chance to become sacks.<br>
429,330,"- Soy Milk: Due to the Soy Milk's high fire rate and low damage, enemies can be hit many more times than usual, resulting in a larger amount of coins dropping.<br>"
429,524,- Technology Zero: Coin tears are connected via electricity. Beams of electricity can cause enemies to drop coins.<br>
429,152,"- Technology 2: Due to Technology 2's constant fire rate ({{Dlc|nr}} and reduced damage), enemies are hit many more times than usual, resulting in a higher likelihood of coins dropping.<br>"
430,431,- (Added in Repentance) Multidimensional Baby: Papa Fly will always shoot two shots due to both of them having the same movement delay.<br>
430,149,- ipecac: Each Papa Fly shot will do massive damage thanks to Ipecac's large damage increase.<br>
436,357,"- (Removed in Repentance) Box of Friends: The milk familiar is not duplicated; instead, tear delay decreases by 2 upon use even if the player has not taken damage in the current room.<br>&emsp;- (Added in Repentance) No extra tear delay is granted, neither before or after breaking.<br>"
436,562,"- Rock Bottom: If activated at least once, the increased rate of fire will always be active.<br>"
441,647,"- 4.5 Volt: Item will gain charges for dealing damage, which is especially effective when fighting bosses with large health pool.<br>"
441,726,- Hemoptysis: Enemies hit by the sneeze will gain a curse that increases the damage the beam deals to 10x and +3 flat damage (instead of just 5x). Enemies who die to the beam under the curse will damage and spread the curse to nearby enemies. The sneeze can be activated while Mega Blast is firing.<br>
441,534,- Schoolbag: Beam will continue to fire when switching to another active item. Other active items can be used while the beam is firing.<br>
416,18,- (Added in Repentance)A Dollar: Allows Isaac to gain the full 100 coins when picking this up.<br>
416,501,"- Greed's Gullet|r: After exceeding 100 coins, Isaac gains an extra Health#Red Heart Containers|Heart Container for every 100 coins instead of every 25.<br>&emsp;- {{C|Keeper}}/{{C|Tainted Keeper}}: The limit of 12 heart containers can be bypassed, allowing for up to 15 Health#Coin Hearts|coin hearts at 999 coins. Additional coin hearts past 12 are not displayed.<br>"
416,109,- (Added in Repentance)Money {{= Power}}: Increases maximum damage bonus. The damage caps at +39.96 damage with 999 coins.<br>
416,202,- (Added in Repentance)Midas' Touch: Increases maximum contact damage. The damage caps at 203.3 damage with 999 coins.<br>
416,670,"- Options?: A pickup, card, pill, trinket, or Chest will accompany each coin.<br>"
477,585,"- Alabaster Box: Allows the box to be charged through normal means, rather than by absorbing soul hearts.<br>"
477,326,- Breath of Life: Immediately grants invincibility frames.<br>&emsp;- {{T|Panic Button}}: Getting hit with Breath of Life stored inside Void will negate the damage.<br>
477,485,"- Crooked Penny|nr: Using Void with the Crooked Penny absorbed will result in items in the room being absorbed as usual, but afterwards new copies of the items or one coin are spawned.<br>&emsp;- {{Dlc|r}} If Crooked Penny deletes the contents of the room, they will not be consumed by Void.<br>"
477,638,- Eraser: Allows the Eraser to be used multiple times per floor.<br>
477,352,- Glass Cannon: Can be used without it ever breaking or causing damage to the player.<br>
477,414,- More Options|nr / There's Options|nr: Using Void will cause both items to be absorbed.<br>
477,249,- More Options|nr / There's Options|nr: Using Void will cause both items to be absorbed.<br>
479,464,"- Glyph of Balance: Allows a trinket to appear every time there's a room clear drop as long as the other room clear drop criteria aren't satisfied, as it empties the trinket slot.<br>"
467,247,"- BFFS!: Doubles the finger's damage, but does not affect its lasers' thickness.<br>"
467,357,"- Box of Friends: Adds another finger on top of the previous one, effectively doubling its damage.<br>"
467,149,- Ipecac: The finger gains massive damage boost as expected.<br>&emsp;- {{Dlc|nr}} The finger can poison enemies.<br>
467,261,"- Proptosis:<br>&emsp;- {{Dlc|nr}} Almost doubles the finger's damage as expected. Has no damage penalty with range.<br>&emsp;- {{Dlc|r}} Triples the finger's damage, but does not affect its lasers' thickness. Has no penalty with range.<br>"
467,463,- Sulfuric Acid / Terra: The finger has a chance to destroy rocks when pointing at them.<br>
467,592,- Sulfuric Acid / Terra: The finger has a chance to destroy rocks when pointing at them.<br>
499,498,"- Duality: Both Angel and Devil Room doors spawn after every boss, and the selected door will never disappear.<br>&emsp;- This is the only way to encounter Devil deals while possessing Eucharist.<br>"
504,356,- Car Battery: Two flies will be spawned instead of one.<br>
504,247,"- BFFS!: Flies are larger, but do not deal increased damage.<br>&emsp;- (Added in Repentance)BFFS!: Flies are larger and deal double damage. Can only be doubled once.<br>"
504,248,- Hive Mind: No effect.<br>&emsp;- (Added in Repentance)Hive mind: Flies are larger and deal double damage. Can only be doubled once<br>
504,536,"- Sacrificial Altar|nr: Spawned fly turrets count as familiars for sacrificing; although dropping the Brown Nugget will despawn the last fly turret, older ones will remain and can be sacrificed.<br>&emsp;- (Added in Repentance) Spawned fly turrets count as regular blue flies for sacrificing, and thus are converted to pennies.<br>"
478,559,"- 120 Volt/Monstrance: Continues to damage enemies even while paused, allowing for insane amounts of damage.<br>"
478,574,"- 120 Volt/Monstrance: Continues to damage enemies even while paused, allowing for insane amounts of damage.<br>"
478,170,"- Daddy Longlegs: Hitting pause stops all enemies from moving but Daddy Longlegs will continue his normal attack pattern, potentially clearing many rooms without any risk of damage unless spawn-on-death enemies are killed and Isaac has trouble avoiding them, forcing him to fire. This strategy is also time demanding so if going for Boss Rush etc. this synergy is detrimental.<br>"
478,329,"- The Ludovico Technique: The giant tear keeps dealing damage in stopped time, making it easy for boss kills.<br>"
507,356,- Car Battery|n: Damage is doubled and two half hearts may be dropped.<br>
501,416,"- (Added in Repentance)Deep Pockets: After exceeding 100 coins, Isaac gains an extra heart container for every 100 coins instead of every 25.<br>"
501,109,- 1=Money = Power: Isaac will gain both damage and health.<br>
501,667,"- Strawman: The assisting Keeper may also gain extra coin hearts, and in fact will retain the extra health containers even if coin loss would otherwise drop him below the threshold. However, exiting the game and then continuing thereafter will update Keeper's health.<br>"
493,619,- Birthright + {{C|Magdalene}}: Allows Magdalene to have 6 more Heart containers.<br>
493,569,- Blood Oath: Activates the damage up effect of Adrenaline for the resulting empty heart containers at the start of each floor.<br>
493,562,- Rock Bottom: Allows Isaac to keep the damage up after refilling hearts.<br>
495,616,"- Bird's Eye: Changes the activation rate to 1/(8 - Luck). At base luck (0), the chance is 12.5%, maxing out at 100% at 7 luck. Only one type of fire can be spawned at a time, however each flame has an equal chance of being launched.<br>"
495,118,- (Removed in Repentance) Brimstone: The flames can still shoot from Isaac while holding the fire button.<br>&emsp;- (Added in Repentance) Occasionally emits a flame while the beam is firing.<br>
495,294,"- Butter Bean, Mega Bean, The Black Bean, Wait What?: Will spawn fires upon use/activation.<br>"
495,351,"- Butter Bean, Mega Bean, The Black Bean, Wait What?: Will spawn fires upon use/activation.<br>"
495,180,"- Butter Bean, Mega Bean, The Black Bean, Wait What?: Will spawn fires upon use/activation.<br>"
495,484,"- Butter Bean, Mega Bean, The Black Bean, Wait What?: Will spawn fires upon use/activation.<br>"
495,52,- Dr. Fetus: Fires can be spawned while firing bombs.<br>
495,168,- Epic Fetus: Fires can be spawned while moving the crosshair.<br>
495,404,- Farting Baby|force=r: The familiar has a chance to spawn a flame upon farting.<br>
495,149,"- Ipecac: Fires are spawned as normal and can be hit by Ipecac tears, making this especially dangerous with a multi-shot ability.<br>"
495,114,- Mom's Knife: The flames can still shoot from Isaac while holding the fire button.<br>&emsp;- (Added in Repentance)Occasionally spawns a fire when fired.<br>
495,229,- Monstro's Lung: The flames can still shoot from Isaac while holding the fire button.<br>
495,36,- The Poop: Fire will appear behind Isaac.<br>
